id_produto,nome_medicamento,categoria_regulatoria,numero_registro_produto,data_vencimento_registro,numero_processo,classe_terapeutica,cod_empresa,empresa_detentora_registro,principio_ativo
3266,FLAGIMAX,SIMILAR,105710125,2026-01-04,250000065469061,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",18324343000177,BELFAR LTDA,BENZOILMETRONIDAZOL
3267,FLAGYL,NOVO,183260377,2026-01-08,25351411835201951,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,METRONIDAZOL
3268,FLAMADOR,SIMILAR,167730563,2027-01-08,25351406922201562,ANTINFLAMATORIOS ANTIREUMATICOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CETOPROFENO
3269,FLAMADOR,SIMILAR,167730599,2028-01-10,25351703215201431,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CETOPROFENO
3272,FLANAX,NOVO,170560047,2029-01-06,25351360028200567,ANTINFLAMATORIOS,18459628000115,BAYER S.A.,NAPROXENO SÓDICO
3273,FLANAX XR,NOVO,170560126,2031-01-04,25351331038201742,ANTINFLAMATORIOS,18459628000115,BAYER S.A.,NAPROXENO SÓDICO
3274,FLANCOX,NOVO,101180146,2028-01-06,250000123449706,ANTINFLAMATORIOS ANTIREUMATICOS,62462015000129,APSEN FARMACEUTICA S/A,ETODOLACO
3275,FLANOLACO,SIMILAR,126750286,2027-01-05,25351167356201720,ANTINFLAMATORIOS ANTIREUMATICOS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,ETODOLACO
3276,FLAVENOS,ESPECÍFICO,109740124,2026-01-05,2500000130199,ANTIVARICOSOS DE ACAO SISTEMICA,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,DIOSMINA +  HESPERIDINA
3277,FLAVONID,ESPECÍFICO,155840254,2025-01-03,25351543023201166,ANTIVARICOSOS DE ACAO SISTEMICA,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,DIOSMINA +  FLAVONÓIDES EXPRESSOS EM HESPERIDINA
3279,FLAXXIL,SIMILAR,143810226,2029-01-05,25351086417201911,ANTINFLAMATORIOS,02814497000107,CIMED INDUSTRIA S.A,DICLOFENACO POTÁSSICO
3280,FLEBLIV,FITOTERÁPICO,138410058,2028-01-07,25351701457201225,ANTIVARICOSOS DE ACAO SISTEMICA,02456955000183,NATULAB LABORATÓRIO S.A,PINUS PINASTER AITON
3281,FLEBODIA,ESPECÍFICO,104440020,2029-01-12,25351596182201607,ANTIVARICOSOS DE ACAO SISTEMICA,33145194000172,LABORATÓRIO GROSS S. A.,DIOSMINA
3282,FLEBOGAMMA,SIMILAR,136410002,2025-01-09,253510016630075,IMUNOGLOBULINAS,02513899000171,GRIFOLS BRASIL LTDA,IMUNOGLOBULINA HUMANA 
3284,FLENUS,FITOTERÁPICO,158190001,2025-01-11,25351062682201709,ANTIVARICOSOS DE ACAO SISTEMICA,07670111000154,ARESE PHARMA LTDA,MELILOTUS OFFICINALIS (L.) PALL.
3287,FLEXTOSS,SIMILAR,103700192,2027-01-05,250000067859606,ANTITUSSIGENOS SIMPLES,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,DROPROPIZINA
3289,FLIXOTIDE,NOVO,101070197,2025-01-07,25351061439200319,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,PROPIONATO DE FLUTICASONA
3291,FLOGO-ROSA,NOVO,105730342,2027-01-02,25351276435200414,ANTINFLAMATORIOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE BENZIDAMINA
3292,FLOGOLAB,SIMILAR,118190024,2025-01-05,250000199419905,ANTINFLAMATORIOS,92265552000140,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,CLORIDRATO DE BENZIDAMINA
3293,FLOGOMIN,SIMILAR,109680085,2012-01-07,25351101590200712,PRODUTOS PARA OROFARINGE,43521129000158,LABORATÓRIO KINDER LTDA,CLORIDRATO DE BENZIDAMINA
3294,FLOGORAL,NOVO,105730313,2026-01-04,25351067115200386,PRODUTOS PARA OROFARINGE,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CLORIDRATO DE BENZIDAMINA
3295,FLOMICIN,BIOLÓGICO,155840458,2029-01-12,25351648451201313,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,SACCHAROMYCES BOULARDII
3296,FLOR DA NOITE COMPOSTA,FITOTERÁPICO,116780020,2027-01-03,25351535663201037,COADJUVANTE NO TRATAMENTO DO CLIMATERIO + FITOTERAPICO COMPOSTO,79634572000182,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA,CEREUS JAMACARU DC. +  DORSTENIA ARIFOLIA LAM. +  ERYTHRINA VELUTINA WILLD. +  HIMATANTHUS LANCIFOLIUS (MULL.ARG.) WOODSON
3299,FLORATE,NOVO,100681096,2029-01-05,25351659623201258,GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES,56994502000130,NOVARTIS BIOCIENCIAS S.A,ACETATO DE FLUORMETOLONA
3300,FLORATIL,BIOLÓGICO,103900216,2030-01-02,25351806140202178,OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA,33349473000158,FARMOQUÍMICA S/A,SACCHAROMYCES BOULARDII
3302,FLORENT,BIOLÓGICO,115600098,2025-01-12,250000468959954,ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,SACCHAROMYCES BOULARDII +  SACCHAROMYCES BOULARDII - 17
3303,FLORINEFE,NOVO,137640160,2029-01-06,25351035303201704,MINERALOCORTICOIDES,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,ACETATO DE FLUDROCORTISONA
3305,FLOSSOTEC,SIMILAR,104971377,2027-01-11,25351707727200828,ANTI-HIPERTENSIVOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,MALEATO DE ENALAPRIL
3306,FLOTAC,NOVO,100680102,2029-01-02,250000269129838,ANTINFLAMATORIOS,56994502000130,NOVARTIS BIOCIENCIAS S.A,DICLOFENACO COLESTIRAMINA
3307,FLOURIDE FOAM,NOVO,144170002,2007-01-10,253510279700040,PROFILATICOS DA CARIE,01072330000155,"LACLEDE DO BRASIL PRODUTOS MÉDICOS, ODONTOLÓGICOS E VETERINÁRIO",FLUORETO DE SÓDIO +  ÁCIDO FLUORÍDRICO +  ÁCIDO FOSFÓRICO
3309,FLOXAMOX,SIMILAR,118190095,2026-01-05,25351233914200971,ANTIBIOTICOS SISTEMICOS SIMPLES,92265552000140,MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,NORFLOXACINO
3310,FLOXICAM,SIMILAR,155840489,2026-01-02,25351767061201596,ANTINFLAMATORIOS ANTIREUMATICOS,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,PIROXICAM
3311,FLOXIMED,SIMILAR,109170045,2029-01-04,250000405919866,ANTINFECCIOSOS,17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,NORFLOXACINO
3312,FLOXINA,SIMILAR,107150097,2028-01-05,250000112959414,ANTIBIOTICOS SISTEMICOS SIMPLES,44010437000181,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,OFLOXACINO
3313,FLOXINOL,SIMILAR,103970043,2008-01-10,250000097558833,ANTIBIOTICOS SISTEMICOS SIMPLES,33388182000179,PRODUTOS FARMACÊUTICOS MILLET ROUX,NORFLOXACINO
3315,FLUARIX TETRA,BIOLÓGICO,101070314,2029-01-11,25351250266201312,VACINAS,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,CEPA INFLUENZA TIPO B +  CEPA INFLUENZA TIPO A (H1N1) +  CEPA INFLUENZA TIPO A (H3N2)
3318,FLUCISTEIN,SIMILAR,104971149,2029-01-04,250000260539723,EXPECTORANTES BALSAMICOS E MUCOLITICO,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,ACETILCISTEÍNA
3319,FLUCOCIN,GENÉRICO,102351365,2031-01-02,25351359612202017,ANTIMICOTICOS SISTEMICOS,57507378000365,EMS S/A,FLUCONAZOL
3320,FLUCOL,SIMILAR,105710084,2027-01-11,250000341339635,ANTIMICOTICO,18324343000177,BELFAR LTDA,FLUCONAZOL
3321,FLUCOLCID,SIMILAR,105350193,2027-01-04,25351003750201731,ANTIMICOTICOS SISTEMICOS,17115437000173,LABORATÓRIO GLOBO SA,FLUCONAZOL
3322,FLUCOMED,SIMILAR,143810192,2026-01-09,25351062982201640,ANTIMICOTICO,02814497000107,CIMED INDUSTRIA S.A,FLUCONAZOL
3323,FLUCONAZOL,GENÉRICO,103700354,2027-01-03,253510364550103,ANTIMICOTICOS SISTEMICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,FLUCONAZOL
3324,FLUCONAZOL,GENÉRICO,102350578,2028-01-01,25351202645200204,ANTIMICOTICOS SISTEMICOS,57507378000365,EMS S/A,FLUCONAZOL
3325,FLUCONAZOL,GENÉRICO,103110118,2028-01-04,25351176341200276,ANTIMICOTICO,01571702000198,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,FLUCONAZOL
3326,FLUCONAZOL,GENÉRICO,123520114,2028-01-06,253510023580207,ANTIMICOTICO,73663650000190,RANBAXY FARMACÊUTICA LTDA,FLUCONAZOL
3327,FLUCONAZOL,GENÉRICO,105830295,2028-01-09,25351011991200358,ANTIMICOTICOS SISTEMICOS,45992062000165,GERMED FARMACEUTICA LTDA,FLUCONAZOL
3328,FLUCONAZOL,GENÉRICO,156510006,2025-01-06,25351115331200426,ANTIMICOTICO,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA,FLUCONAZOL
3332,FLUCONAZOL,GENÉRICO,103920190,2029-01-02,25351811588201816,ANTIMICOTICOS SISTEMICOS,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,FLUCONAZOL
3333,FLUCONAZOL,GENÉRICO,102980537,2025-01-09,25351606992202086,ANTI-FUNGICOS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,FLUCONAZOL
3334,FLUCONEO,SIMILAR,155840082,2027-01-03,25351561404201140,ANTIMICOTICO,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,FLUCONAZOL
3335,FLUCONID,SIMILAR,103920157,2027-01-12,250000185439917,ANTIMICOTICOS SISTEMICOS,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,FLUCONAZOL
3336,FLUCOVIL,SIMILAR,109170055,2025-01-06,250000204649977,ANTIMICOTICOS SISTEMICOS,17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,FLUCONAZOL
3337,FLUDALIBBS,SIMILAR,100330150,2028-01-09,25351082000200826,ANTIMETABOLICOS ANALOGOS DA PURINA,61230314000175,LIBBS FARMACÊUTICA LTDA,FOSFATO DE FLUDARABINA
3344,FLUIMUCIL,NOVO,100840075,2030-01-02,2599201131964,EXPECTORANTES BALSAMICOS E MUCOLITICO,61100004000136,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.,ACETILCISTEÍNA
3345,FLUIR,SIMILAR,178170791,2029-01-05,25351268833201545,BRONCODILATADORES,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,FUMARATO DE FORMOTEROL
3347,FLUITEÍNA,SIMILAR,102351286,2029-01-01,25351235399201583,EXPECTORANTES BALSAMICOS E MUCOLITICO,57507378000365,EMS S/A,ACETILCISTEÍNA
3349,FLUMAZENIL,GENÉRICO,103700635,2025-01-07,25351542723201121,ANTAGONISTA DE BENZODIAZEPINAS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,FLUMAZENIL
3350,FLUMAZIL,SIMILAR,102980287,2026-01-10,253510141180110,ANTAGONISTA DE BENZODIAZEPINAS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,FLUMAZENIL
3351,FLUNARIN,SIMILAR,105730309,2029-01-08,25351067262200356,VASODILATADORES,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,DICLORIDRATO DE FLUNARIZINA
3352,FLUNEXIL,SIMILAR,100630223,2028-01-07,25351140199200652,ANTAGONISTA DE BENZODIAZEPINAS,33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,FLUMAZENIL
3353,FLUOCINOLONA ACETONIDA +  SULFATO DE POLIMIXINA B + SULFATO DE NEOMIC,GENÉRICO,167730007,2028-01-11,25351437677200725,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,CLORIDRATO DE LIDOCAINA +  SULFATO DE NEOMICINA +  SULFATO DE POLIMIXINA B +  FLUOCINOLONA ACETONIDA
3354,FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICI,GENÉRICO,154230164,2025-01-09,25351513284200906,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,CLORIDRATO DE LIDOCAINA +  NEOMICINA +  SULFATO DE POLIMIXINA B +  FLUOCINOLONA ACETONIDA
3355,FLUORGLIC,RADIOFÁRMACO,181000003,2029-01-04,25351466448201525,AGENTES DIAGNOSTICOS RADIOATIVOS,00402552000126,COMISSAO NACIONAL DE ENERGIA NUCLEAR,FLUDESOXIGLICOSE 18F
3356,FLUORURACILA,GENÉRICO,106460177,2029-01-05,25351317479200827,ANTINEOPLASICO,61282661000141,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,FLUORURACILA
3357,FLUORURACILA,GENÉRICO,155370021,2025-01-08,25351324266200851,ANTINEOPLASICO,64171697000146,ACCORD FARMACÊUTICA LTDA,FLUORURACILA
3358,FLUOXETIN,SIMILAR,102980197,2027-01-03,250000120619511,ANTIDEPRESSIVOS,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,CLORIDRATO DE FLUOXETINA
3359,FLUSAN,SIMILAR,100431041,2025-01-12,25351578031200951,OUTROS ANTINEOPLASICOS,61190096000192,EUROFARMA LABORATÓRIOS S.A.,FLUORURACILA
3360,FLUTAMID,,150820042,2008-01-04,25351068326200336,OUTROS ANTINEOPLASICOS,04216501000160,ASTA MÉDICA-ONCOLOGIA LTDA,FLUTAMIDA
3361,FLUTAMIDA,GENÉRICO,116370128,2029-01-08,25351463439201246,ANTINEOPLASICO,58430828000160,BLAU FARMACÊUTICA S.A.,FLUTAMIDA
3362,FLUTEP,RADIOFÁRMACO,130300001,2026-01-08,25351172296201590,AGENTES DIAGNOSTICOS RADIOATIVOS,14864868000144,IBF - INDUSTRIA BRASILEIRA DE FARMOQUIMICOS S.A.,FLUDESOXIGLICOSE 18F
3363,FLUTICAN,SIMILAR,110130227,2025-01-09,25351184091200591,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,44363661000157,GLENMARK FARMACÊUTICA LTDA,PROPIONATO DE FLUTICASONA
3364,FLUTICAPS,SIMILAR,105730598,2028-01-06,25351693907201897,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,PROPIONATO DE FLUTICASONA
3365,FLUTINOL,SIMILAR,102980483,2026-01-10,25351653903201876,GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,ACETATO DE FLUORMETOLONA
3366,FLUTIVATE,NOVO,101070246,2025-01-09,25351069436200315,HORMONIOS CORTICOSTEROIDES,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,PROPIONATO DE FLUTICASONA
3367,FLUVIRAL DIA,SIMILAR,178170864,2028-01-11,25351166218201723,ANALGESICOS NAO NARCOTICOS,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE FENILEFRINA +  PARACETAMOL
3368,FLUVIRAL NOITE,SIMILAR,178170855,2028-01-03,25351647823201709,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,CLORIDRATO DE FENILEFRINA +  MALEATO DE CARBINOXAMINA +  PARACETAMOL
3369,FLUX SR,SIMILAR,109740288,2029-01-12,25351166682201809,DIURETICOS SIMPLES,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,INDAPAMIDA
3371,FLUXOCOR,SIMILAR,183260223,2029-01-10,25351697616201411,ANTI-HIPERTENSIVOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,OLMESARTANA MEDOXOMILA
3372,FLUXOCOR ANLO,SIMILAR,183260279,2026-01-10,25351526070201529,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,BESILATO DE ANLODIPINO +  OLMESARTANA MEDOXOMILA
3374,FLUXON,SIMILAR,155840589,2030-01-08,25351077244202083,VASODILATADORES,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,CINARIZINA
3375,FLUXTAR,SIMILAR,104300040,2029-01-01,25351225271200882,ANSIOLITICOS SIMPLES,42457796000156,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA,BROMAZEPAM
3377,FOLACIN,ESPECÍFICO,158190007,2025-01-11,25351062740201706,ANTIANEMICOS,07670111000154,ARESE PHARMA LTDA,ÁCIDO FÓLICO
3378,FOLDAN,SIMILAR,104971151,2029-01-04,250000127749917,ANTIPARASITARIOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,TIABENDAZOL
3379,FOLIFER,ESPECÍFICO,158190009,2027-01-06,25351062736201706,ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS,07670111000154,ARESE PHARMA LTDA,BISGLICINATO FERROSO +  ÁCIDO FÓLICO
3380,FOLIFOLIN,ESPECÍFICO,102350372,2026-01-09,250000046509274,ANTIANEMICOS SIMPLES,57507378000365,EMS S/A,ÁCIDO FÓLICO
3381,FOLIN,ESPECÍFICO,104430020,2028-01-08,2599201784872,ANTIANEMICOS SIMPLES,92670801000182,GEYER MEDICAMENTOS S/A,ÁCIDO FÓLICO
3382,FOLINAC,SIMILAR,113430072,2029-01-08,250000008819911,ANTIDOTOS,19570720000110,HIPOLABOR FARMACEUTICA LTDA,FOLINATO DE CÁLCIO
3383,FOLINATO DE CALCIO,GENÉRICO,100430776,2026-01-12,253510370890174,ANTIMETABOLICOS ANTAGONISTAS DO ACIDO FOLICO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,FOLINATO DE CÁLCIO
3384,FOLINATO DE CÁLCIO,GENÉRICO,100431031,2025-01-07,25351464376200855,ANTIMETABOLICOS ANTAGONISTAS DO ACIDO FOLICO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,FOLINATO DE CÁLCIO
3385,FOLONIN,ESPECÍFICO,154230142,2029-01-04,25351612811200864,ANTIANEMICOS,03485572000104,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,ÁCIDO FÓLICO
3387,FONT D,ESPECÍFICO,104971481,2032-01-03,25351768218202068,ANALOGO SINTETICO DA VITAMINA D,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,COLECALCIFEROL
3389,FORASEQ,NOVO,100680156,2026-01-03,253510240980041,OUTROS MEDICAMENTOS ANTIASMATICOS,56994502000130,NOVARTIS BIOCIENCIAS S.A,BUDESONIDA +  FUMARATO DE FORMOTEROL DIIDRATADO
3391,FORITUS,SIMILAR,100431193,2026-01-08,25351031791201636,ANTIBIOTICOS SISTEMICOS SIMPLES,61190096000192,EUROFARMA LABORATÓRIOS S.A.,CLORIDRATO DE CIPROFLOXACINO 
3392,FORLUT,SIMILAR,109740271,2028-01-09,25351368053201811,ANTICONVULSIVANTES,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA,LAMOTRIGINA
3395,FORTEN,ESPECÍFICO,100580014,2026-01-04,2599201993775,NEUROTONICO,61363032000146,CHIESI FARMACÊUTICA LTDA,CLORIDRATO DE ARGININA +  CLORIDRATO DE HIDROXOCOBALAMINA +  DEXFOSFOSSERINA +  FOSFATO DE LEVOTREONINA +  GLUTAMINA +  TRIPTOFANO
3396,FORTEO,BIOLÓGICO,112600079,2028-01-03,25351178460200263,HORMONIO PARATIREOIDIANO,43940618000144,ELI LILLY DO BRASIL LTDA,TERIPARATIDA
3401,FOSFATO DE CLINDAMICINA,GENÉRICO,113430103,2028-01-06,25351010098200313,ANTIBIOTICOS SISTEMICOS SIMPLES,19570720000110,HIPOLABOR FARMACEUTICA LTDA,FOSFATO DE CLINDAMICINA
3403,FOSFATO DE POTÁSSIO,ESPECÍFICO,164000003,2025-01-04,25351098183200989,ELETROLITOS SIMPLES,05155425000193,CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,FOSFATO DE POTÁSSIO DIBÁSICO +  FOSFATO DE POTÁSSIO MONOBÁSICO
3404,FOSFATO DE POTÁSSIO,ESPECÍFICO,110850040,2027-01-07,25351555809201158,ELETROLITOS SIMPLES,06628333000146,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,FOSFATO DE POTÁSSIO DIBÁSICO +  FOSFATO DE POTÁSSIO MONOBÁSICO
3405,FOSFATO DISSODICO DE DEXAMETASONA,GENÉRICO,103700287,2025-01-03,250000016140086,GLICOCORTICOIDES SISTEMICOS,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A,FOSFATO DISSÓDICO DE DEXAMETASONA
3407,FOSFATO DISSÓDICO DE BETAMENTASONA,GENÉRICO,100410221,2025-01-11,25351936362202033,GLICOCORTICOIDES SISTEMICOS,49324221000104,FRESENIUS KABI BRASIL LTDA,FOSFATO DISSÓDICO DE BETAMETASONA
3409,FOSFATO SODICO DE PREDNISOLONA,SIMILAR,104971424,2028-01-08,25351455459201126,GLICOCORTICOIDES SISTEMICOS,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,FOSFATO SÓDICO DE PREDNISOLONA
3410,FOSFATO SÓDICO DE PREDNISOLONA,GENÉRICO,125680082,2028-01-05,25351219765200232,GLICOCORTICOIDES SISTEMICOS,73856593000166,PRATI DONADUZZI & CIA LTDA,FOSFATO SÓDICO DE PREDNISOLONA
3411,FOSFATO SÓDICO DE PREDNISOLONA,GENÉRICO,102351022,2026-01-03,25351166695200916,GLICOCORTICOIDES SISTEMICOS,57507378000365,EMS S/A,FOSFATO SÓDICO DE PREDNISOLONA
3412,FOSFATO SÓDICO DE PREDNISOLONA,GENÉRICO,105830720,2026-01-03,25351166771200974,GLICOCORTICOIDES SISTEMICOS,45992062000165,GERMED FARMACEUTICA LTDA,FOSFATO SÓDICO DE PREDNISOLONA
3413,FOSMORYL,SIMILAR,117170083,2031-01-08,25351600307201974,ANTIBIOTICOS SISTEMICOS SIMPLES,25773037000183,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,FOSFOMICINA TROMETAMOL
3415,FOSTIMON-M,BIOLÓGICO,123610080,2027-01-10,25351193707201061,HORMONIO GONADOTROFICO,64711500000114,UCB BIOPHARMA LTDA.,UROFOLITROPINA
3417,FOXIS,SIMILAR,105730491,2026-01-06,25351526256201588,ANTINFLAMATORIOS,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,CELECOXIBE
3419,FRANOL,NOVO,183260449,2028-01-04,25351627113201916,ANTIASMATICOS,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,SULFATO DE EFEDRINA +  TEOFILINA
3420,FRAXIPARINA,,137640152,2028-01-01,25351594134201607,ANTITROMBOTICO,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA,NADROPARINA CÁLCICA
3421,"FRAÇÃO ÁCIDA Ca ++ 3,0 MEQ/L 1:44",ESPECÍFICO,110850045,2028-01-07,25351542834201602,PRODUTOS PARA HEMODIALISE,06628333000146,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,CLORETO DE MAGNÉSIO HEXAIDRATADO +  CLORETO DE POTÁSSIO +  CLORETO DE SÓDIO +  CLORETO DE CÁLCIO DIIDRATADO +  ÁCIDO ACÉTICO
3422,FRENOTOSSE,SIMILAR,143810095,2025-01-08,25351016439200518,EXPECTORANTES,02814497000107,CIMED INDUSTRIA S.A,GUAIFENESINA
3424,FRESOFOL,SIMILAR,100419932,2025-01-07,250000223009911,ANESTESICOS GERAIS INJETAVEIS,49324221000104,FRESENIUS KABI BRASIL LTDA,PROPOFOL
3426,FRISIUM,NOVO,183260324,2029-01-10,25351190337201969,ANSIOLITICOS SIMPLES,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.,CLOBAZAM
3430,FRUTAXX,ESPECÍFICO,104971402,2026-01-10,25351035929201565,ANTIACIDO,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BICARBONATO DE SÓDIO +  CARBONATO DE SÓDIO +  ÁCIDO CÍTRICO
3431,FRUTOSE 5%,ESPECÍFICO,100410028,2029-01-08,2599201373673,REIDRATANTES PARENTERAIS,49324221000104,FRESENIUS KABI BRASIL LTDA,FRUTOSE
3434,FUCSIA MINUS,SIMILAR,126750206,2026-01-10,25351249486201518,ANTICONCEPCIONAIS,72593791000111,NOVA QUIMICA FARMACÊUTICA S/A,DROSPIRENONA +  ETINILESTRADIOL
3435,FULVESTRANTO,GENÉRICO,100431132,2025-01-05,25351711345201447,ANTINEOPLASICO,61190096000192,EUROFARMA LABORATÓRIOS S.A.,FULVESTRANTO
3436,FULVESTRANTO,GENÉRICO,155730038,2028-01-01,25351227487201610,ANTINEOPLASICO,05333542000108,TEVA FARMACÊUTICA LTDA.,FULVESTRANTO
3438,FUMARATO DE BISOPROLOL+ HIDROCLOROTIAZIDA,GENÉRICO,156490004,2029-01-06,25351463257200702,DIURETICOS ASSOCIADOS A BETABLOQUEADORES,05399786000185,UNICHEM FARMACÊUTICA DO BRASIL LTDA,HIDROCLOROTIAZIDA +  HEMIFUMARATO DE BISOPROLOL
3439,FUMARATO DE CETOTIFENO,GENÉRICO,102350668,2029-01-04,25351062344200312,ANTIASMATICOS,57507378000365,EMS S/A,FUMARATO DE CETOTIFENO
3440,FUMARATO DE CETOTIFENO,GENÉRICO,105830338,2029-01-06,25351062337200311,OUTROS MEDICAMENTOS ANTIASMATICOS,45992062000165,GERMED FARMACEUTICA LTDA,FUMARATO DE CETOTIFENO
3443,FUMARATO DE CETOTIFENO,GENÉRICO,125680233,2027-01-05,25351147796201112,OUTROS MEDICAMENTOS ANTIASMATICOS,73856593000166,PRATI DONADUZZI & CIA LTDA,FUMARATO DE CETOTIFENO
