id_loja,cod,varejista,nlj,tipo,cep,lat_long
25952,8998879209010835099,RETAILER 1,STORE 01235,STORE TYPE 24,28791,"35.36,-82.51"
25953,8998904829189313270,RETAILER 1,STORE 30741,STORE TYPE 24,67851,"38.07,-101.02"
25954,8999277500096222252,RETAILER 1,STORE 04830,STORE TYPE 18,16601,"40.56,-78.37"
25955,8999818760563229617,RETAILER 1,STORE 08597,STORE TYPE 24,51241,"43.45,-96.46"
25956,9000018998477459715,RETAILER 1,STORE 22352,STORE TYPE 18,16101,"40.98,-80.29"
25957,9000135027304076756,RETAILER 1,STORE 34372,STORE TYPE 15,31093,"32.65,-83.66"
25958,9000151607342566928,RETAILER 1,STORE 02696,STORE TYPE 24,49228,"41.81,-83.88"
25959,9000151607342566928,RETAILER 1,STORE 02696,STORE TYPE 18,49228,"41.81,-83.88"
25960,9000561810918333917,RETAILER 1,STORE 30304,STORE TYPE 18,41822,"37.33,-82.98"
25961,9001108588165515363,RETAILER 1,STORE 25898,STORE TYPE 24,46747,"41.57,-85.16"
25962,9001112684628496478,RETAILER 1,STORE 06725,STORE TYPE 24,26537,"39.49,-79.71"
25963,9001115054347047963,RETAILER 4,STORE 08240,STORE TYPE 14,93551,"34.60,-118.24"
25964,9001243304868411487,RETAILER 6,STORE 28176,STORE TYPE 23,79072,"34.17,-101.73"
25965,9001270548897435310,RETAILER 1,STORE 15447,STORE TYPE 24,24216,"36.95,-82.80"
25966,9001443411346643077,RETAILER 7,STORE 20906,STORE TYPE 20,01035,"42.36,-72.57"
25967,9002281543181671751,RETAILER 7,STORE 01389,STORE TYPE 20,85022,"33.63,-112.05"
25968,9002351790536395765,RETAILER 4,STORE 21556,STORE TYPE 14,01752,"42.35,-71.55"
25969,9002885912585824262,RETAILER 6,STORE 26628,STORE TYPE 23,68521,"40.87,-96.71"
25970,9002940454661519053,RETAILER 1,STORE 11218,STORE TYPE 18,29702,"35.12,-81.47"
25971,9003230003166047999,RETAILER 1,STORE 24159,STORE TYPE 24,61533,"40.59,-89.84"
25972,9003800532856667688,RETAILER 1,STORE 03292,STORE TYPE 18,37040,"36.52,-87.33"
25973,9004434085073219838,RETAILER 1,STORE 08685,STORE TYPE 15,35748,"34.72,-86.39"
25974,9005437374642041003,RETAILER 6,STORE 27899,STORE TYPE 23,85201,"33.43,-111.85"
25975,9005642155760427273,RETAILER 1,STORE 34317,STORE TYPE 18,32401,"30.16,-85.66"
25976,9005841656758145144,RETAILER 1,STORE 34223,STORE TYPE 24,44618,"40.77,-81.68"
25977,9006095331566005507,RETAILER 6,STORE 05086,STORE TYPE 23,47201,"39.16,-85.99"
25978,9007103969593137380,RETAILER 6,STORE 19677,STORE TYPE 23,65270,"39.41,-92.39"
25979,9007458733870848944,RETAILER 7,STORE 05721,STORE TYPE 20,83704,"43.63,-116.29"
25980,9007896518920457514,RETAILER 1,STORE 00933,STORE TYPE 24,72120,"34.90,-92.24"
25981,9008066610356816399,RETAILER 1,STORE 04397,STORE TYPE 18,62263,"38.33,-89.41"
25982,9008378457936917988,RETAILER 1,STORE 28791,STORE TYPE 18,27302,"36.14,-79.27"
25983,9008412133090962260,RETAILER 1,STORE 02788,STORE TYPE 18,20622,"38.40,-76.94"
25984,9008514476119070292,RETAILER 6,STORE 09439,STORE TYPE 23,78114,"29.11,-98.21"
25985,9009993114650223917,RETAILER 1,STORE 08924,STORE TYPE 18,53548,"42.68,-89.12"
25986,9010065737365115565,RETAILER 6,STORE 18102,STORE TYPE 23,29532,"34.28,-79.87"
25987,9010709503234838924,RETAILER 4,STORE 27039,STORE TYPE 14,33928,"26.39,-81.71"
25988,9010857396142247102,RETAILER 1,STORE 12911,STORE TYPE 24,43502,"41.53,-84.29"
25989,9011448138270380308,RETAILER 1,STORE 03004,STORE TYPE 18,19977,"39.30,-75.55"
25990,9012094886449258689,RETAILER 1,STORE 05643,STORE TYPE 24,38578,"35.98,-85.20"
25991,9012477064581014741,RETAILER 1,STORE 05041,STORE TYPE 24,31407,"32.19,-81.19"
25992,9012730690488132994,RETAILER 6,STORE 06649,STORE TYPE 23,48638,"43.42,-84.02"
25993,9012880761446872389,RETAILER 7,STORE 23397,STORE TYPE 20,29605,"34.77,-82.38"
25994,9013047767748954367,RETAILER 1,STORE 27997,STORE TYPE 29,27330,"35.51,-79.20"
25995,9013269027062452468,RETAILER 1,STORE 06868,STORE TYPE 18,35650,"34.45,-87.31"
25996,9014502878211041998,RETAILER 4,STORE 05702,STORE TYPE 14,10002,"40.72,-73.99"
25997,9014744065677519318,RETAILER 1,STORE 23089,STORE TYPE 24,62080,"39.14,-89.10"
25998,9014922170642513917,RETAILER 4,STORE 17416,STORE TYPE 14,85283,"33.36,-111.93"
25999,9015760780093821434,RETAILER 1,STORE 31667,STORE TYPE 18,05661,"44.53,-72.62"
26000,9015897472463477878,RETAILER 4,STORE 34187,STORE TYPE 14,60714,"42.03,-87.81"
26001,9015970837406092493,RETAILER 1,STORE 03142,STORE TYPE 24,37641,"36.20,-82.67"
26002,9016501669925828369,RETAILER 1,STORE 16741,STORE TYPE 24,42501,"37.06,-84.45"
26003,9016523668656343320,RETAILER 1,STORE 12168,STORE TYPE 15,62254,"38.61,-89.82"
26004,9018112719244463700,RETAILER 1,STORE 13521,STORE TYPE 24,85615,"31.40,-110.21"
26005,9018337636817273581,RETAILER 1,STORE 01947,STORE TYPE 24,24541,"36.59,-79.52"
26006,9018420601897585114,RETAILER 6,STORE 16406,STORE TYPE 23,30062,"34.01,-84.47"
26007,9018485806330229005,RETAILER 1,STORE 25647,STORE TYPE 18,70068,"30.16,-90.44"
26008,9018862749934855122,RETAILER 6,STORE 14590,STORE TYPE 23,77015,"29.76,-95.17"
26009,9018877834149907465,RETAILER 6,STORE 13138,STORE TYPE 23,85041,"33.39,-112.11"
26010,9019239213288099322,RETAILER 1,STORE 32414,STORE TYPE 24,77488,"29.31,-96.09"
26011,9019458903149538469,RETAILER 1,STORE 12640,STORE TYPE 24,48858,"43.62,-84.80"
26012,9019468718821337435,RETAILER 6,STORE 19823,STORE TYPE 23,86404,"34.59,-114.31"
26013,9019708134205563496,RETAILER 1,STORE 22260,STORE TYPE 18,23834,"37.29,-77.40"
26014,9020015421654439621,RETAILER 1,STORE 31515,STORE TYPE 24,40004,"37.80,-85.47"
26015,9020764471083541129,RETAILER 1,STORE 09529,STORE TYPE 24,39038,"33.19,-90.48"
26016,9021069716271914383,RETAILER 1,STORE 24625,STORE TYPE 24,71073,"32.51,-93.31"
26017,9022771987012946941,RETAILER 1,STORE 00106,STORE TYPE 24,40701,"36.92,-84.16"
26018,9022904913419870574,RETAILER 1,STORE 17448,STORE TYPE 24,29052,"33.80,-80.74"
26019,9023211156671781717,RETAILER 4,STORE 27150,STORE TYPE 14,64055,"39.05,-94.40"
26020,9023253762147578593,RETAILER 1,STORE 22899,STORE TYPE 18,19372,"40.00,-75.76"
26021,9023273275852552961,RETAILER 1,STORE 33914,STORE TYPE 24,70503,"30.17,-92.06"
26022,9024272862474009859,RETAILER 1,STORE 03518,STORE TYPE 18,35405,"33.12,-87.54"
26023,9025365900527328443,RETAILER 1,STORE 32878,STORE TYPE 24,33406,"26.66,-80.09"
26024,9026040626586184112,RETAILER 6,STORE 26482,STORE TYPE 23,08242,"39.02,-74.89"
26025,9026340129035496047,RETAILER 1,STORE 12735,STORE TYPE 18,34974,"27.15,-80.95"
26026,9027493502059067710,RETAILER 1,STORE 03310,STORE TYPE 18,85344,"34.08,-114.22"
26027,9027718521978954694,RETAILER 7,STORE 20438,STORE TYPE 20,99801,"58.37,-134.18"
26028,9027727499962731378,RETAILER 1,STORE 08587,STORE TYPE 24,37066,"36.40,-86.46"
26029,9028142858514366220,RETAILER 1,STORE 27025,STORE TYPE 24,24531,"36.84,-79.45"
26030,9028219180822616308,RETAILER 1,STORE 08285,STORE TYPE 18,45693,"38.81,-83.54"
26031,9028591999261604268,RETAILER 1,STORE 01341,STORE TYPE 24,27284,"36.12,-80.08"
26032,9028603595651442753,RETAILER 6,STORE 03182,STORE TYPE 23,31419,"32.00,-81.23"
26033,9028641138344193304,RETAILER 6,STORE 21708,STORE TYPE 23,46816,"41.00,-85.04"
26034,9029003856358957838,RETAILER 6,STORE 13636,STORE TYPE 23,34266,"27.19,-81.82"
26035,9029042825937043317,RETAILER 1,STORE 06412,STORE TYPE 24,67867,"37.57,-100.46"
26036,9029247799590593959,RETAILER 7,STORE 11334,STORE TYPE 20,98391,"47.18,-122.17"
26037,9029452405803406637,RETAILER 1,STORE 30220,STORE TYPE 24,53805,"43.14,-90.69"
26038,9029540657410096558,RETAILER 1,STORE 04473,STORE TYPE 24,73160,"35.33,-97.48"
26039,9030225514598920647,RETAILER 1,STORE 01769,STORE TYPE 24,06416,"41.62,-72.66"
26040,9030654392798095004,RETAILER 1,STORE 09899,STORE TYPE 24,32211,"30.33,-81.58"
26041,9030752324195703139,RETAILER 1,STORE 22095,STORE TYPE 18,74055,"36.28,-95.82"
26042,9030962527175716070,RETAILER 1,STORE 01986,STORE TYPE 24,63385,"38.80,-90.86"
26043,9031008309924267938,RETAILER 6,STORE 03352,STORE TYPE 23,28001,"35.34,-80.21"
26044,9031515765383040250,RETAILER 1,STORE 30397,STORE TYPE 24,32664,"29.45,-82.22"
26045,9031670458735666065,RETAILER 4,STORE 11133,STORE TYPE 14,38119,"35.08,-89.85"
26046,9031747440528685809,RETAILER 1,STORE 05659,STORE TYPE 18,41339,"37.52,-83.27"
26047,9031811679628729012,RETAILER 1,STORE 01883,STORE TYPE 18,15601,"40.31,-79.53"
26048,9031860499279338778,RETAILER 4,STORE 11941,STORE TYPE 14,80601,"39.96,-104.81"
26049,9032167213931151948,RETAILER 1,STORE 23202,STORE TYPE 24,37748,"35.95,-84.52"
26050,9032861492027160889,RETAILER 7,STORE 19203,STORE TYPE 20,48235,"42.43,-83.19"
26051,9034076279538885790,RETAILER 4,STORE 11690,STORE TYPE 14,72211,"34.75,-92.42"
26052,9034379406517775484,RETAILER 1,STORE 30826,STORE TYPE 24,95954,"39.88,-121.59"
26053,9034556393466689239,RETAILER 1,STORE 12569,STORE TYPE 24,79096,"35.44,-100.20"
26054,9035202639865841312,RETAILER 6,STORE 21913,STORE TYPE 03,31419,"32.00,-81.23"
26055,9035265513948331972,RETAILER 6,STORE 26507,STORE TYPE 23,07840,"40.85,-74.84"
26056,9035616203288216766,RETAILER 7,STORE 23427,STORE TYPE 20,33181,"25.90,-80.15"
26057,9035704054929855801,RETAILER 6,STORE 07080,STORE TYPE 23,70123,"29.95,-90.21"
26058,9035798176233959544,RETAILER 1,STORE 34176,STORE TYPE 24,85706,"32.15,-110.93"
26059,9036257081018037403,RETAILER 1,STORE 12537,STORE TYPE 24,54151,"45.73,-87.99"
26060,9036351202680659412,RETAILER 1,STORE 21922,STORE TYPE 24,32062,"30.14,-82.98"
26061,9036714522154472073,RETAILER 4,STORE 03902,STORE TYPE 14,23602,"37.11,-76.52"
26062,9036909756379188606,RETAILER 1,STORE 29155,STORE TYPE 18,77531,"29.05,-95.39"
26063,9037067878639596212,RETAILER 6,STORE 02078,STORE TYPE 23,03031,"42.87,-71.60"
26064,9037424846575425347,RETAILER 1,STORE 07833,STORE TYPE 24,32703,"28.67,-81.55"
26065,9037737961075000743,RETAILER 1,STORE 01008,STORE TYPE 24,50575,"42.56,-94.70"
26066,9038467905553799000,RETAILER 1,STORE 21681,STORE TYPE 18,46013,"40.05,-85.68"
26067,9038543097546745224,RETAILER 6,STORE 18951,STORE TYPE 23,24171,"36.70,-80.22"
26068,9038808049529188032,RETAILER 1,STORE 03974,STORE TYPE 24,33578,"27.86,-82.35"
26069,9039051572105564860,RETAILER 6,STORE 23433,STORE TYPE 23,06106,"41.75,-72.70"
26070,9039078099121273792,RETAILER 6,STORE 31029,STORE TYPE 03,70563,"30.02,-91.71"
26071,9039679666095134894,RETAILER 1,STORE 20199,STORE TYPE 24,32757,"28.77,-81.64"
26072,9039731690684532756,RETAILER 1,STORE 10061,STORE TYPE 24,27893,"35.69,-77.90"
26073,9039765293796297000,RETAILER 1,STORE 20970,STORE TYPE 24,75573,"33.35,-94.23"
26074,9040544910191623815,RETAILER 1,STORE 23261,STORE TYPE 24,23605,"37.02,-76.44"
26075,9040910750013455905,RETAILER 1,STORE 02353,STORE TYPE 24,29073,"33.89,-81.24"
26076,9041311460610788877,RETAILER 1,STORE 01945,STORE TYPE 24,70068,"30.16,-90.44"
26077,9041726243211718627,RETAILER 6,STORE 04169,STORE TYPE 23,30044,"33.92,-84.06"
26078,9041810451867030795,RETAILER 4,STORE 20516,STORE TYPE 14,77075,"29.62,-95.27"
26079,9042147014548385911,RETAILER 1,STORE 14227,STORE TYPE 18,32080,"29.82,-81.27"
26080,9042418500297256164,RETAILER 1,STORE 10017,STORE TYPE 15,30223,"33.29,-84.28"
26081,9042418500297256164,RETAILER 1,STORE 10017,STORE TYPE 24,30223,"33.29,-84.28"
26082,9043351940533505028,RETAILER 1,STORE 12558,STORE TYPE 24,37373,"35.41,-85.09"
26083,9043857058187493395,RETAILER 4,STORE 16439,STORE TYPE 14,55116,"44.91,-93.17"
26084,9043947569498004618,RETAILER 1,STORE 29027,STORE TYPE 24,61726,"40.74,-88.69"
26085,9044076558002201064,RETAILER 1,STORE 19777,STORE TYPE 24,28601,"35.77,-81.33"
26086,9044513003879802586,RETAILER 1,STORE 16560,STORE TYPE 24,56373,"45.86,-94.23"
26087,9045595780166472029,RETAILER 6,STORE 13149,STORE TYPE 23,34997,"27.06,-80.27"
26088,9046388708416482495,RETAILER 1,STORE 30912,STORE TYPE 18,68756,"42.18,-97.98"
26089,9046388708416482495,RETAILER 1,STORE 30912,STORE TYPE 24,68756,"42.18,-97.98"
26090,9046394030098139386,RETAILER 1,STORE 04192,STORE TYPE 24,39503,"30.47,-89.15"
26091,9046670561703983053,RETAILER 1,STORE 04071,STORE TYPE 18,45246,"39.29,-84.47"
26092,9046836025104583788,RETAILER 6,STORE 07817,STORE TYPE 23,89705,"39.11,-119.86"
26093,9046916167389338543,RETAILER 1,STORE 22635,STORE TYPE 24,36527,"30.70,-87.88"
26094,9046959832928054429,RETAILER 6,STORE 10137,STORE TYPE 23,88101,"34.50,-103.28"
26095,9047545810167960752,RETAILER 1,STORE 21955,STORE TYPE 24,45840,"41.03,-83.65"
26096,9048668643991686869,RETAILER 6,STORE 17419,STORE TYPE 23,86301,"34.59,-112.43"
26097,9048715470799688215,RETAILER 1,STORE 12463,STORE TYPE 15,41179,"38.54,-83.37"
26098,9048733875523403510,RETAILER 6,STORE 03591,STORE TYPE 16,40831,"36.77,-83.35"
26099,9048974622310670697,RETAILER 1,STORE 05021,STORE TYPE 18,32327,"30.18,-84.31"
26100,9049255767502335235,RETAILER 1,STORE 01615,STORE TYPE 18,32176,"29.33,-81.06"
26101,9049257966684301125,RETAILER 1,STORE 02729,STORE TYPE 24,42071,"36.62,-88.28"
26102,9049271630593801081,RETAILER 1,STORE 07595,STORE TYPE 24,47631,"38.11,-87.90"
26103,9049797062118289107,RETAILER 1,STORE 09328,STORE TYPE 18,15522,"39.94,-78.55"
26104,9049854351504178224,RETAILER 1,STORE 09738,STORE TYPE 24,16335,"41.63,-80.16"
26105,9049875080960711298,RETAILER 6,STORE 15540,STORE TYPE 23,99114,"48.66,-117.74"
26106,9049887352876034153,RETAILER 1,STORE 08323,STORE TYPE 18,32720,"29.00,-81.37"
26107,9050405562306463088,RETAILER 1,STORE 29183,STORE TYPE 18,13073,"42.58,-76.39"
26108,9050471860630674120,RETAILER 4,STORE 07507,STORE TYPE 14,27529,"35.66,-78.59"
26109,9050892448970645397,RETAILER 1,STORE 17580,STORE TYPE 24,54028,"44.95,-92.28"
26110,9050936572231377586,RETAILER 1,STORE 10087,STORE TYPE 18,34711,"28.53,-81.75"
26111,9051372711253511350,RETAILER 1,STORE 02747,STORE TYPE 24,14061,"42.59,-79.08"
26112,9051475217014127524,RETAILER 6,STORE 06128,STORE TYPE 23,21236,"39.39,-76.48"
26113,9051497394525580666,RETAILER 6,STORE 02819,STORE TYPE 23,30281,"33.57,-84.19"
26114,9051557536663701721,RETAILER 1,STORE 20580,STORE TYPE 18,28630,"35.83,-81.42"
26115,9051687615522304452,RETAILER 1,STORE 22508,STORE TYPE 15,23930,"37.17,-78.10"
26116,9052508800702757872,RETAILER 1,STORE 19983,STORE TYPE 24,31820,"32.58,-84.82"
26117,9052603073339668239,RETAILER 6,STORE 26803,STORE TYPE 16,94551,"37.75,-121.75"
26118,9052750839522394515,RETAILER 7,STORE 02148,STORE TYPE 20,73132,"35.55,-97.63"
26119,9053334442357357028,RETAILER 1,STORE 30149,STORE TYPE 24,29053,"33.83,-81.09"
26120,9053457770751993138,RETAILER 1,STORE 14577,STORE TYPE 18,04468,"45.02,-68.73"
26121,9053570427905159049,RETAILER 1,STORE 01681,STORE TYPE 18,27105,"36.16,-80.23"
26122,9054927490741674085,RETAILER 1,STORE 16647,STORE TYPE 18,06106,"41.75,-72.70"
26123,9055070843656145179,RETAILER 1,STORE 22995,STORE TYPE 24,67665,"38.85,-98.88"
26124,9055528919967789929,RETAILER 7,STORE 24086,STORE TYPE 20,91706,"34.10,-117.97"
26125,9055572583601888274,RETAILER 1,STORE 16174,STORE TYPE 24,43148,"39.82,-82.50"
26126,9056013724980627753,RETAILER 1,STORE 14339,STORE TYPE 24,34472,"29.11,-82.00"
26127,9056388312550332025,RETAILER 7,STORE 05847,STORE TYPE 20,77081,"29.71,-95.48"
26128,9056993961175081937,RETAILER 1,STORE 17990,STORE TYPE 24,27573,"36.40,-78.98"
26129,9057340951868131930,RETAILER 6,STORE 05691,STORE TYPE 03,77478,"29.62,-95.61"
26130,9057492466085568165,RETAILER 1,STORE 33512,STORE TYPE 24,06238,"41.78,-72.34"
26131,9058304636771889764,RETAILER 7,STORE 17234,STORE TYPE 20,97330,"44.65,-123.26"
26132,9058342962843684405,RETAILER 1,STORE 21385,STORE TYPE 24,30115,"34.20,-84.40"
26133,9058465899727939819,RETAILER 1,STORE 02397,STORE TYPE 24,79035,"34.69,-102.78"
26134,9058983541615046014,RETAILER 1,STORE 25563,STORE TYPE 24,74002,"36.56,-96.14"
26135,9059112390265892448,RETAILER 6,STORE 29999,STORE TYPE 23,75654,"32.08,-94.83"
26136,9059280618425107304,RETAILER 6,STORE 07286,STORE TYPE 23,67601,"38.88,-99.35"
26137,9059479219231789716,RETAILER 1,STORE 06672,STORE TYPE 24,17262,"40.14,-77.75"
26138,9059494031636242120,RETAILER 1,STORE 26335,STORE TYPE 24,44129,"41.39,-81.74"
26139,9059695483130615306,RETAILER 1,STORE 08799,STORE TYPE 18,74074,"36.08,-97.07"
26140,9060277447668136785,RETAILER 1,STORE 22455,STORE TYPE 29,15066,"40.75,-80.26"
26141,9060362091465020133,RETAILER 1,STORE 28387,STORE TYPE 24,65802,"37.21,-93.35"
26142,9060459864302441733,RETAILER 1,STORE 04909,STORE TYPE 24,15644,"40.35,-79.61"
26143,9060655951061706426,RETAILER 1,STORE 17343,STORE TYPE 24,46176,"39.53,-85.77"
26144,9060840994611924558,RETAILER 1,STORE 34090,STORE TYPE 18,20712,"38.94,-76.96"
26145,9061031087857843971,RETAILER 6,STORE 28267,STORE TYPE 23,42420,"37.81,-87.52"
26146,9061713903205312645,RETAILER 1,STORE 13527,STORE TYPE 24,12566,"41.63,-74.32"
26147,9061943114276199756,RETAILER 1,STORE 16502,STORE TYPE 18,15301,"40.15,-80.25"
26148,9062011243795682535,RETAILER 1,STORE 21101,STORE TYPE 24,62417,"38.71,-87.77"
26149,9062304550282418539,RETAILER 6,STORE 16600,STORE TYPE 23,76240,"33.66,-97.18"
26150,9062453084078930005,RETAILER 1,STORE 25870,STORE TYPE 24,17061,"40.57,-76.91"
26151,9063026482810567498,RETAILER 6,STORE 18844,STORE TYPE 23,34221,"27.58,-82.55"
26152,9063373182734151291,RETAILER 1,STORE 14051,STORE TYPE 24,86441,"35.57,-114.37"
26153,9063984800747016898,RETAILER 1,STORE 32707,STORE TYPE 24,77619,"29.95,-93.92"
26154,9064030773147506340,RETAILER 6,STORE 28971,STORE TYPE 03,75227,"32.77,-96.69"
26155,9064056614283973228,RETAILER 1,STORE 13236,STORE TYPE 24,23960,"37.32,-78.55"
26156,9064237984742111367,RETAILER 6,STORE 32719,STORE TYPE 23,47715,"37.97,-87.48"
26157,9064493182566177485,RETAILER 1,STORE 04244,STORE TYPE 24,78043,"27.55,-99.27"
26158,9066057453146320477,RETAILER 6,STORE 00102,STORE TYPE 23,66030,"38.82,-94.94"
26159,9066765781039430463,RETAILER 1,STORE 17201,STORE TYPE 24,27926,"36.51,-76.60"
26160,9067065305400425220,RETAILER 6,STORE 09597,STORE TYPE 23,39705,"33.59,-88.44"
26161,9067601543225459020,RETAILER 1,STORE 04387,STORE TYPE 24,42420,"37.81,-87.52"
26162,9067637247853006977,RETAILER 1,STORE 01931,STORE TYPE 18,95223,"38.43,-119.97"
26163,9068010131445949590,RETAILER 1,STORE 18536,STORE TYPE 24,42210,"37.21,-86.25"
26164,9068688785890942672,RETAILER 1,STORE 01987,STORE TYPE 24,49337,"43.44,-85.71"
26165,9069194862375573466,RETAILER 1,STORE 03490,STORE TYPE 18,79347,"34.17,-102.79"
26166,9069257918426010048,RETAILER 4,STORE 03633,STORE TYPE 14,63368,"38.75,-90.73"
26167,9069748512670013086,RETAILER 1,STORE 01861,STORE TYPE 24,40336,"37.68,-83.99"
26168,9069847164411462221,RETAILER 1,STORE 13303,STORE TYPE 24,23117,"37.98,-77.87"
26169,9070294108037845548,RETAILER 1,STORE 03041,STORE TYPE 24,38076,"35.14,-89.44"
26170,9070936119495278661,RETAILER 7,STORE 34454,STORE TYPE 20,48187,"42.33,-83.48"
26171,9071027265268449152,RETAILER 6,STORE 28664,STORE TYPE 23,02891,"41.36,-71.79"
26172,9071707903375862739,RETAILER 1,STORE 09488,STORE TYPE 24,32431,"30.79,-85.41"
26173,9072881159987568308,RETAILER 4,STORE 28381,STORE TYPE 14,45150,"39.17,-84.23"
26174,9072967836940297434,RETAILER 1,STORE 28613,STORE TYPE 24,77663,"30.51,-94.39"
26175,9073446806972697878,RETAILER 6,STORE 03923,STORE TYPE 23,76712,"31.53,-97.26"
26176,9073619389500013038,RETAILER 1,STORE 08123,STORE TYPE 24,35160,"33.36,-86.05"
26177,9074496610398383333,RETAILER 1,STORE 31309,STORE TYPE 15,44266,"41.17,-81.21"
26178,9074700744218719180,RETAILER 1,STORE 07924,STORE TYPE 24,70811,"30.54,-91.13"
26179,9074877447506980294,RETAILER 1,STORE 01193,STORE TYPE 18,50616,"43.08,-92.66"
26180,9075092251340132335,RETAILER 1,STORE 26204,STORE TYPE 24,62447,"39.31,-88.45"
26181,9075420530855445528,RETAILER 1,STORE 23887,STORE TYPE 18,33313,"26.15,-80.23"
26182,9075834694446352097,RETAILER 1,STORE 19974,STORE TYPE 24,73038,"35.12,-98.45"
26183,9075995205151691749,RETAILER 6,STORE 17269,STORE TYPE 23,07036,"40.62,-74.24"
26184,9076300067961403408,RETAILER 1,STORE 14524,STORE TYPE 18,32073,"30.17,-81.74"
26185,9076806484412283959,RETAILER 1,STORE 18815,STORE TYPE 24,64683,"40.08,-93.60"
26186,9077035357437721433,RETAILER 4,STORE 09712,STORE TYPE 14,29209,"33.93,-80.95"
26187,9077052217272649167,RETAILER 1,STORE 03573,STORE TYPE 24,12485,"42.21,-74.14"
26188,9077143598964473011,RETAILER 6,STORE 16447,STORE TYPE 23,83440,"43.82,-111.82"
26189,9077215279939560447,RETAILER 1,STORE 04534,STORE TYPE 24,37721,"36.12,-83.81"
26190,9077265589994666817,RETAILER 1,STORE 11357,STORE TYPE 24,04401,"44.85,-68.85"
26191,9077510556322904179,RETAILER 4,STORE 06499,STORE TYPE 14,89139,"36.03,-115.21"
26192,9078109821374327317,RETAILER 1,STORE 06095,STORE TYPE 24,08721,"39.90,-74.15"
26193,9078211713666528493,RETAILER 6,STORE 22228,STORE TYPE 16,92683,"33.75,-117.99"
26194,9078352552811619841,RETAILER 6,STORE 30721,STORE TYPE 23,55124,"44.75,-93.20"
26195,9078462321051226215,RETAILER 1,STORE 18445,STORE TYPE 24,27839,"36.28,-77.56"
26196,9078835408084376407,RETAILER 1,STORE 05520,STORE TYPE 18,13367,"43.68,-75.76"
26197,9079319557442378968,RETAILER 1,STORE 24105,STORE TYPE 24,45373,"40.03,-84.19"
26198,9079319557442378968,RETAILER 1,STORE 24105,STORE TYPE 15,45373,"40.03,-84.19"
26199,9079766044810680956,RETAILER 1,STORE 09849,STORE TYPE 24,15052,"40.66,-80.43"
26200,9079987592849715816,RETAILER 1,STORE 20572,STORE TYPE 18,67042,"37.86,-96.78"
26201,9081008560082328348,RETAILER 1,STORE 13697,STORE TYPE 24,98593,"46.40,-123.01"
26202,9081594629160477569,RETAILER 1,STORE 14132,STORE TYPE 18,79903,"31.79,-106.44"
26203,9082075175436981614,RETAILER 1,STORE 25520,STORE TYPE 24,56209,"45.13,-94.81"
26204,9082775808833912632,RETAILER 1,STORE 21874,STORE TYPE 18,29841,"33.53,-81.94"
26205,9083067115533768655,RETAILER 1,STORE 26988,STORE TYPE 18,48127,"42.34,-83.28"
26206,9083313689078652672,RETAILER 6,STORE 07209,STORE TYPE 16,91710,"34.00,-117.68"
26207,9084370125446958468,RETAILER 1,STORE 21213,STORE TYPE 24,35757,"34.78,-86.75"
26208,9085310661501043641,RETAILER 1,STORE 28298,STORE TYPE 24,30184,"34.25,-84.74"
26209,9085769239949948550,RETAILER 4,STORE 09985,STORE TYPE 14,76135,"32.84,-97.47"
26210,9086374779774278393,RETAILER 1,STORE 12243,STORE TYPE 18,39465,"31.34,-89.19"
26211,9087241064672377915,RETAILER 6,STORE 18011,STORE TYPE 23,72758,"36.30,-94.14"
26212,9087312145719955492,RETAILER 6,STORE 04309,STORE TYPE 16,96740,"19.76,-155.92"
26213,9088002784642499814,RETAILER 6,STORE 06288,STORE TYPE 23,77459,"29.53,-95.53"
26214,9088031203286925407,RETAILER 6,STORE 13132,STORE TYPE 03,29621,"34.51,-82.60"
26215,9088097994679179066,RETAILER 6,STORE 27745,STORE TYPE 23,33647,"28.13,-82.35"
26216,9088237344596993676,RETAILER 1,STORE 17902,STORE TYPE 24,71901,"34.53,-92.97"
26217,9088542224765065575,RETAILER 1,STORE 05622,STORE TYPE 24,47172,"38.40,-85.77"
26218,9089530764651589913,RETAILER 6,STORE 16599,STORE TYPE 23,77523,"29.79,-94.86"
26219,9089564409020801319,RETAILER 1,STORE 20486,STORE TYPE 24,36558,"31.61,-88.32"
26220,9089803263470080180,RETAILER 4,STORE 26200,STORE TYPE 14,28054,"35.26,-81.15"
26221,9090877969001782011,RETAILER 1,STORE 00416,STORE TYPE 18,35801,"34.73,-86.56"
26222,9091636447388146323,RETAILER 1,STORE 24363,STORE TYPE 24,72923,"35.32,-94.31"
26223,9092574922705297223,RETAILER 4,STORE 23913,STORE TYPE 14,55066,"44.51,-92.54"
26224,9092667075148182363,RETAILER 6,STORE 16760,STORE TYPE 23,91915,"32.62,-116.95"
26225,9093405594386391481,RETAILER 4,STORE 12254,STORE TYPE 14,51106,"42.46,-96.31"
26226,9093448357473151270,RETAILER 4,STORE 27736,STORE TYPE 14,93710,"36.82,-119.76"
26227,9093706644579773399,RETAILER 6,STORE 04242,STORE TYPE 23,37821,"35.98,-83.20"
26228,9094019969430233848,RETAILER 6,STORE 21805,STORE TYPE 23,05201,"42.87,-73.13"
26229,9095034951366427588,RETAILER 1,STORE 15974,STORE TYPE 18,40356,"37.87,-84.56"
26230,9095301572971761563,RETAILER 6,STORE 17935,STORE TYPE 23,31206,"32.79,-83.68"
